id,category,text
14450,건강,나도 당근 썰다 손가락 썰은 적 있어
14451,건강,아악 생각 만 해도 너무 아파
14452,건강,당근 그렇게 안 썰리고 그렇게 잘 굴러 다닐 줄 누가 알았겠어
14453,건강,심하게 베었나 봐 수술 까지 했으면
14454,건강,심지어 마취 안 하고 하지 않아
14455,건강,신경 이라서 움직이면 안된다고 전신 마취 했었어
14456,건강,신경 근처 까지 베인 거야
14457,건강,엄청 고생 했겠는데 지금 은 문제 없는 거지
14458,건강,신경 짤랐다 니까
14459,건강,지금 은 움직이는 거 감각 문제 없어
14460,건강,신경 수술 잘 돼서 정말 다행 이다
14461,건강,짤랐다 고
14462,건강,잘 돼서 다행 이지
14463,건강,안 그랬으면 영영 감각 없는 채 로 살 뻔했지
14464,건강,천만다행 이야 큰 수술 했네
14465,건강,항상 뭐 조심조심 하자 고
14466,건강,생활 에서 문제 안될 것 이렇게 한번 크게 다친다고
14467,건강,작은 수술 힘드니까 항상 조심해야 해
14468,건강,건강 재산 인 거 들 알 지
14469,건강,아프면 돈 후 덜덜 하게 나간다
14470,건강,안과 말고는 요새 병원 안 가봤네
14471,건강,안과 왜 갔다 오셨나요
14472,건강,요새 안구건조증 너무 심해서
14473,건강,컴퓨터 를 너무 많이 해서 그런 건가 요
14474,건강,런가
14475,건강,봄 충혈 많이 되고 폰 만 봐도 이제 눈 아파
14476,건강,큰일 입니다
14477,건강,약 은 받으셨나요
14478,건강,옹 눈 넣는 거 받음
14479,건강,이제 한 통 남아 서 또 곧 가야겠다
14480,건강,꼭 병원 에서 받아야 하나요
14481,건강,옹 병원 에서 받는 게 보험 적용 돼서 더 싸
14482,건강,아하 그래서 가시는군요
14483,건강,당근
14484,건강,거기 다가 실비 청구도 할 수 있잖아
14485,건강,실비 청구 할 정도 로 돈 나오나요
14486,건강,옹 비싸던데
14487,건강,한번 많이 사서
14488,건강,아하 그렇다면 병원 가야겠군요
14489,건강,옹 병원 가서 많이 달라 고 해야지
14490,건강,하루 한 개 넣는 사시 건가 요
14491,건강,부상 당하거나 질병 이런 건 없지
14492,건강,허리 부상 당한 적 있죠
14493,건강,허리
14494,건강,제일 중요한데
14495,건강,그러니까 요 중딩 때 인가 친구 계단 에서 밀어가지고
14496,건강,나쁜 친구
14497,건강,왜 밀었대
14498,건강,장난 으로 밀었는데 크게 다쳤죠
14499,건강,남자 얘 들 장난 은
14500,건강,그래서 농구 하는데 좀 제약 많아요
14501,건강,허리 안 좋으면 농구 하면 안 되잖아
14502,건강,좋아해서 하긴 해 요
14503,건강,나중 큰일 난 데이
14504,건강,그래서 수영 다닐까 했는데 코로나 때문 어렵네요
14505,건강,나도 수영 하려고 했는데 코로나 때문
14506,건강,수영 좋은 운동 인 거 같아요
14507,건강,허리 아픈 사람 은 특히
14508,건강,여러 모로 코로나 때문 아쉽네요
14509,건강,올해 병원 어디 갔다 왔노
14510,건강,올해 병원 간 적 없는 것 같습니다 검진
14511,건강,검진 받았나
14512,건강,괜찮 더
14513,건강,간단하게만 해서 뭐
14514,건강,간단하게 회사 에서 했나 보네
14515,건강,네네 올해 감기 안 걸리고 튼튼하네요
14516,건강,다행 이네
14517,건강,이제 조심해라
14518,건강,갑자기 지금 걸리면 억울할 것 같습니다
14519,건강,그러니까 이제 올해 얼마 안 남았는데
14520,건강,말 입니다 올해 갔는데
14521,건강,이러다가 훅 하다가 감기 걸림
14522,건강,그러면 화가 날 것 같습니다
14523,건강,감기 제발 안 걸리 기를
14524,건강,감기 안 걸리고 한 해 끝나길
14525,건강,이제 달 남았는데 건강하게 마무리 하자
14526,건강,좋아요
14527,건강,일 년 길고 짧네요
14528,건강,라식 이나 라섹 수술 했나
14529,건강,아뇨
14530,건강,아직 안 했어요
14531,건강,형 은 요
14532,건강,난 라섹 했음
14533,건강,좋음
14534,건강,하고 나면 신세계 이겠네요
14535,건강,광명 찾았지
14536,건강,그런데 주 동안 아팠다
14537,건강,라섹 이라 런가 보네요
14538,건강,형광등 불빛 만 봐도 따가워서 밥 먹다가 움
14539,건강,말 만 들어도 아프네요
14540,건강,라섹 더 낫다 고 하더라고
14541,건강,그래요
14542,건강,라섹 라식 보다 더 비싸죠
14543,건강,뭐 비슷한 것 같던데
14544,건강,아픈 거 때문 고민 될 거 같아요
14545,건강,뭐 정도
14546,건강,과연 정도 할 정도 인가요 저 하고 싶기는 한데
14547,건강,요새 기술 더 좋아져서 괜찮을걸
14548,건강,그렇겠죠
14549,건강,라식 은 아무 것 아닐 거 같아요
14550,건강,어제 병원 가서 백신 차 맞고 왔어
14551,건강,누나 살 계시나요
14552,건강,힘드셨겠여요
14553,건강,살 있다 다행히
14554,건강,다행 입니다
14555,건강,모 더 맞으신 거 죠
14556,건강,어제 밤 열 좀 있는 것 같았는데
14557,건강,약 은 잘 챙겨 드셨나요
14558,건강,화이자 맞았어
14559,건강,아하 화이자 맞으셨구나
14560,건강,화이자 부작용 뭐 있었죠
14561,건강,병원 에서 안 아프면 먹지 말라 해서 안 먹었어
14562,건강,헉 드시지
14563,건강,전 먹었습니다
14564,건강,화이자 사망 소식 많은 것 같더라고
14565,건강,누나 조심하십시오
14566,건강,일주일 은 금주 하시고
14567,건강,오늘 아프면 약 먹어야지 바로
14568,건강,약 은 원래 아프고 먹으면 안 됩니다
14569,건강,병원 에서도 술 먹지 말고 운동 격하 게 하지 말고 그러래
14570,건강,산책 적당히 하시고 조심하세요
14571,건강,몸 잘 챙기세요
14572,건강,니 병원 자주 가는 편이
14573,건강,아뇨
14574,건강,자주 안 가는 거 같아요
14575,건강,잘 안 아픈 것 있는데 병원 잘 안 가는 편이
14576,건강,건강한 게 최고 에요
14577,건강,병원 가는 것 일이 에요
14578,건강,병원 자주 가는 사람 들 더 건강하다고 하더라
14579,건강,그렇다 하더라구요
14580,건강,신기하네요
14581,건강,잔병 인 줄 알 고 갔다가 큰 병 발견 하고 조 기 치료 를 할 수 있다 더 라고
14582,건강,순 기 능이 요
14583,건강,초기 치료 중요하니까 요
14584,건강,병원 잘 안 가는 사람 들 은 정말 크게 아파서 가면 너무 늦은 경우 있고 그렇대
14585,건강,전 아파도 참고 병원 안 가는 스타일 인데
14586,건강,그런 거 생각 하면 조금 이라도 아프면 병원 가야 하나 싶기도 하고
14587,건강,그게 맞기는 해 요 병원 가는 게
14588,건강,나도 자가 치유 될 때 까지 기다리는 편이
14589,건강,그러다 큰일 날 수도 있기는 한데
14590,건강,그러니까
14591,건강,병원 가는 습관 좀 들여야 하나 보다
14592,건강,우리 건강 잘 챙기자
14593,건강,래야 죠
14594,건강,그럼에도 귀찮죠 병원 가기
14595,건강,오빠 라식 수술 받아 보신 적 있으세요
14596,건강,난 안경 끼 고 다녀
14597,건강,무서워 눈 수술 은
14598,건강,전 라식 했는데 광명 찾았어요
14599,건강,이야기 들어 보니 수술 하는 게 보인다던데
14600,건강,수술 은 무섭긴 해 요
14601,건강,라식 했구나
14602,건강,엄청 편하던데
14603,건강,맞아요
14604,건강,몇 년 지나도 수술 후회 없어요
14605,건강,난 내 눈 뜨고 수술 받는 건 용기 안 난다
14606,건강,전 그리고 병원 에서 잘못 해서 두 번 수술 해서
14607,건강,수술 한 사람 들 만족도 엄청 높더라고
14608,건강,맞아요
14609,건강,오빠 한번 도전
14610,건강,두 번 수술 은 뭐
14611,건강,최악 인데
14612,건강,무슨 물질 들어간 채 로 마무리 했다고 다시 하자던데요
14613,건강,난 평생 안 할 거 같 애
14614,건강,수술 안 할 수 있으면 안 하자 생각 이라서
14615,건강,눈 은 강추 입니다
14616,건강,헛 피해 보상 많이 받아야겠는데
14617,건강,지금 보험 같은 거 들은 거 있어
14618,건강,저 종합 보험 들었어요
14619,건강,실비 있고
14620,건강,실비 보험 은 꼭 필요하더라
14621,건강,요새 뭐 실비 있죠
14622,건강,종합 보험 은 어떤 거 보장 해주는 거야
14623,건강,암 이랑 것 저 것 해주는 것 같아요
14624,건강,수술 비도 있고
14625,건강,로
14626,건강,없는데 한 달 얼마 쯤 나가
14627,건강,요
14628,건강,만 원 정도 나가요
14629,건강,엄청 저렴한 돈 은 아니네
14630,건강,평생 내야 하는 보험 비지
14631,건강,그렇죠
14632,건강,사망 보험 있지 싶어요
14633,건강,그렇구나
14634,건강,나도 알아봐야겠네
14635,건강,인터넷 으로 알아보면 되려나
14636,건강,그러면 되지 않을까요
14637,건강,요새 인터넷 싼 것 같더라고요
14638,건강,보험 은 뭔가 잘 모르고 들면 눈탱 맞을 거 같아
14639,건강,맞아요
14640,건강,사기 치는 사람 많아서
14641,건강,그리고 아는 사람 한테 또 보험 들면 안 된다던데
14642,건강,나중 문제 생겼을 때 뭐라고 하기도 그렇고
14643,건강,언니 손가락 은 많이 나아졌어
14644,건강,누나 손가락 다쳤다면서
14645,건강,손가락 전보 많이 나아졌어
14646,건강,다행 이다 아직 병원 다니고 있어
14647,건강,헉 다행 이네 많이 아팠겠다
14648,건강,웅웅 아직도 운동 치료 다니는 중이
14649,건강,걱정 해 줘서 고마워
14650,건강,보험 적용 가능 한 거지
14651,건강,손가락 치료 꾸준히가 중요하다 하던데
14652,건강,웅웅 실비 적용 해서 나중 돌려 받을 수 있다더라 꾸준히 받고 있어
14653,건강,다행 이네 보험 처리 하려면 영수증 잘 챙겨 둬
14654,건강,크게 다친 게 아니여서 그나마 다행 이다
14655,건강,병원 에서 내 역서 뽑아 달라 고 하면 돼
14656,건강,처음 엔 아팠어
14657,건강,아예 손가락 안 구부려졌다면서
14658,건강,헉 그건 좀 심했긴 하네
14659,건강,웅웅 아직도 안 구부러져 개 한테 물려서 입원 까지 할 줄 은 몰랐어
14660,건강,입원 했었어 대박 이네
14661,건강,나도 처음 듣는 얘기
14662,건강,웅웅 항생제 계속 맞고 그랬었어
14663,건강,정말 너무 속상하다
14664,건강,흰 만약 운동 한다면 신체 어디 부위 를 단련하고 싶어
14665,건강,난 허리 랑 허벅지 왜냐하면 지금 개 아프거든
14666,건강,상체 쪽
14667,건강,망가지고 있은 게 느껴져
14668,건강,왜 나도 상체 자세 때매 망가지는 듯
14669,건강,나도 거북목 갈 수록 심해지는 게 자세 교정 필요한 듯
14670,건강,운동 안 하고 맨날 누워있고 뭐라도 해야 하는데 날씨 또 말썽 이네
14671,건강,상체 집 에서 스트레칭 잠깐 씩 해줌 많이 나아질 수 있을 것 같아
14672,건강,요즘 유튜브 홈트 가벼운 스트레칭 영상 많아서 보고 따라하는 것 좋은 거 같 앙
14673,건강,집 에서 보고 따라하고 있어
14674,건강,그렇진 않지만 스트레칭 간간히 하긴 해 승 모근 부자 라
14675,건강,나도 요즘 승 모근 쪽 엄청 뭉쳐서 마사지 받고 싶더랑
14676,건강,맞어 전신 마사지 받아 보고 싶어
14677,건강,피로 싹 풀릴 거 같은 느낌
14678,건강,대학생 때 딱 한 번 가서 해봤거든
14679,건강,난 아프면 웃기단 말
14680,건강,웃겨서 아주 힘들었어
14681,건강,다낭 여행 가서 받아 봤는데 동남아 여행 가면 왜 들 일 마사지 받는지 알겠더라
14682,건강,가성 비 좋은 듯
14683,건강,시원하겠다
14684,건강,동남아 여행 갈 때 마다 해야지
14685,건강,거기 다낭 마사지 사장 님 은 혹시 한국인 셨
14686,건강,아닝 그것 까지는 잘 모르겠는데
14687,건강,다낭 한국인 운영 하는 마사지 샵 있대
14688,건강,그렇게 사업 하는 건가
14689,건강,필리핀 에서 마사지 샵 사 장님 들 은 거의 한국인 이길래
14690,건강,사업 꽤 괜찮을 거 같지
14691,건강,코로나 만 아니면 한국인 관광객 만 상대 해도 꽤 잘 되겠는걸
14692,건강,한국 에는 그런 마사지 샵 없나
14693,건강,건전한 태국 마사지 샵 많이 생겼던걸
14694,건강,우리나라 마사지 샵 괜찮은데 많지
14695,건강,비싸더라
14696,건강,가격 안 예쁘구나
14697,건강,마사지 받으러 동남아 가는 것 나쁘지 않을 듯
14698,건강,콧물 좀 그만 나와라
14699,건강,나도 지금 콧물 엄청 나오더라
14700,건강,물 처럼 줄줄 나와
14701,건강,휴지 로 막고 있어
14702,건강,정도 면 수도꼭지 튼 수준 인데
14703,건강,장난 아니야 찬 바람 정통 으로 맞으면
14704,건강,낮 엔 좀 괜찮지 않아
14705,건강,똑같아
14706,건강,지금 한창 피크
14707,건강,원래 잘 때 누웠을 때 때 제일 최악 인데
14708,건강,난 완전 만성
14709,건강,생각난 김 코 헹궈야 지
14710,건강,코 뭐 물 쏘는 거 있던데
14711,건강,있어
14712,건강,완전 시원해
14713,건강,우리 아빠 하던데 효과 좋아
14714,건강,확실히 헹궈내 면 시원하고 좀 나아
14715,건강,그래서 맨날 그렇게 하는 거 였구나
14716,건강,나중 한번 해봐
14717,건강,신세계
14718,건강,나도 한번 감기 걸리면 해볼게
14719,건강,추천 고마워
14720,건강,요즘 자세 다시 안 좋아졌나 봐
14721,건강,왜 목 더 안 좋아졌어
14722,건강,어깨 랑 더 뭉치 고 목도 뻐근하고
14723,건강,틈틈이 스트레칭 해주고 래야 되는데 쉽지 않지
14724,건강,아까 하는데 잘 안 되더라
14725,건강,굳었나 봐
14726,건강,계속 해 줘야 해 아파도
14727,건강,래야 어깨 펴지고
14728,건강,예전 엔 시원했는데 좀 만 해줘도 아파
14729,건강,굳었나 보네
14730,건강,따듯 한 물 로 씻고 자기 전 한 번 이라도 스트레칭 하고 자야 해
14731,건강,조금씩 틈틈이 해줘야지
14732,건강,그래서 항상 몸 뻐근했나 봐
14733,건강,나도
14734,건강,전 엔 꾸준히 마사지 받으러 다녔는데
14735,건강,마사지 어때
14736,건강,친구 한번 받더니 꾸준히 다니더라
14737,건강,시원하대
14738,건강,엄청 시원하지 받을 땐 엄청 아프지만
14739,건강,난 마사지 동남아 갔을 때 만 받았었어
14740,건강,그런 거 랑은 다르지
14741,건강,비슷해
14742,건강,좀 더 전문 적 인 기분
14743,건강,나도 한번 받아 볼까
14744,건강,받고 시원함을 느끼는 순간 마사지 빠지는 거야
14745,건강,날 추워져서 런가 요즘 비염 더 심해진 듯
14746,건강,나도 괜찮아졌다가 건조해져서 그런지 요즘 재채기 엄청 함
14747,건강,비염 있었냐
14748,건강,고양이 키우니깐 고양이 털 알레르기 생김
14749,건강,어쩌 냐 고양이 있으면 계속 안 낫는 거 아니야
14750,건강,맞지 그래서 랑 여자친구 둘 고생 중
14751,건강,여자친구 알레르기 비염 이야
14752,건강,여자친구 보다 더 심해
14753,건강,둘 그래서 어쩌 냐
14754,건강,그래서 집 청소 열심히 하는 중
14755,건강,이불 빨래 열심히 해야 해
14756,건강,여친 이랑 똑같은 말 하네
14757,건강,안 주 한 번 씩 교체 중
14758,건강,잘 하고 있네
14759,건강,지금 부터라도 몸 챙겨야 함
14760,건강,세상 산 것 처럼 말 하네
14761,건강,우리 금방 이다
14762,건강,몸 건강 챙겨야지
14763,건강,몸 챙겨라
14764,건강,허리 부상 이어서 헬스장 못 갔었는데 정형외과 에서 도수 치료 번 받고 살아남
14765,건강,건강 은 너무 중요한 것 같아
14766,건강,관리 해도 안 좋아질 수 있는 게 건강 이야
14767,건강,우리 남편 은 건강 위 한 아침 루틴 있어
14768,건강,질병 예방 위 한 만의 루틴 있어
14769,건강,건강 위해 스트레칭 하고 있어
14770,건강,살의 건강 챙기 기는 매우 중요하다구
14771,건강,병원 가기 전 건강한 신체 를 지켜야 해
14772,건강,신체 의 건강 위해 서 손 소독 열심히 해야 한다고
14773,건강,건강 위해 각종 비타민 은 물론 인삼 즙 과 인삼 꿀 과 인삼 튀김 먹고 있지
14774,건강,병원 가서 치료 수술 받으면 돈 이라 구
14775,건강,병원 잘 보고 가야 해
14776,건강,환자 의 건강 위해 신경 써주는 병원 있는가 반면 돈 만 보고 환자 받는 병원 많다고
14777,건강,퇴사 를 했더니 온 몸 아픈 거 같아
14778,건강,운동 꾸준히 해야 해 건강한 신체 를 위해 섭
14779,건강,운동 해서 신체 의 체력 많이 기르는 것 너무 중요해
14780,건강,어깨 치료 더 늦추면 수술 할까 겁나
14781,건강,정형외과 도수 치료 보험 청구 심사 강화 된 대서 걱정 이야
14782,건강,가을 되니 신체 의 각질 너무 많이 쌓여서 문제
14783,건강,매일 아침 요가 를 하며 건강해질 테
14784,건강,어제 피부 과 갔다 오고 기절 했어
14785,건강,피부 과는 왜
14786,건강,기절 할 게 있나
14787,건강,가려움증 심해서 약 처방 받았는데 정신 몽롱 해
14788,건강,피부 과 약 엄청 독하잖아
14789,건강,래서 인지 몸 백신 맞은 거 처럼 아파
14790,건강,그러면 약 먹으면 안 되는 거 아니야
14791,건강,글쎄 가려움증 나을 때 까지 먹어야 하지 않을까
14792,건강,그러면 하루 한 번만 먹어야겠네
14793,건강,약 용량 줄이는 게 더 나을 것 같아
14794,건강,출근 할 때 그런 약 먹으면 완전 독약 임
14795,건강,내일 출근 해서 오늘 은 안 먹고 잘 거야
14796,건강,피부 과 에서 가려움증 은 원인 뭐라는데
14797,건강,원인 은 딱히 없고 내 피부 원래 많이 예민해
14798,건강,그래서 다리 상처 그렇게 많았구나
14799,건강,볼 때 마다 짜증 나서 죽겠음
14800,건강,약 은 그렇다 쳐도 로션 이나 이런 거 잘 발라 봐
14801,건강,건강 중 최고 정신 건강 이지
14802,건강,건강한 정신 은 건강한 육체 에서 나온다
14803,건강,정신 건강 최 우선 인기 라
14804,건강,아니지
14805,건강,아니지 육체 건강 최 우선
14806,건강,건강한 정신 에서 건강한 육체 나온다
14807,건강,그래서 니 정신 은 건강한데
14808,건강,정신 건강 최 우선 얌
14809,건강,육체 건강하나
14810,건강,건강할 껄 아마도
14811,건강,이건 약간 생각 의 차이
14812,건강,피 검사 했는데 피 의 모든 수치 넘 좋 뎅
14813,건강,성악설 성선설
14814,건강,당근 성선설 이지
14815,건강,닌 성악설 이잖아
14816,건강,니 랑 내 랑은 안 맞네
14817,건강,난 성악설 인 애 들 은 정신 문제 있다 봄
14818,건강,내 그렇게 생각 하는 이유 너무 순수하기 때문 그런 거 라
14819,건강,눈 넘 뻑뻑 하네
14820,건강,인공 눈물 필수
14821,건강,나도 자마자 렌즈 뺏다구 살 고 싶어서
14822,건강,들 라식 수술 할 생각 없니
14823,건강,인공 눈물 계속 쓰니까 싸한 느낌 안 느껴짐
14824,건강,이재용 님 하면 한다 그때
14825,건강,렌즈 끼 고 다니나
14826,건강,내는 시력 좋아서 안경 안 쓴다
14827,건강,렌즈 낀 지 십 년 넘엇음
14828,건강,재는 약간 스마트 한 인상 때문 쓰는 듯
14829,건강,알 고 보면 가짜 안경 아냐
14830,건강,엄청 좋으면 안 알 없을 듯
14831,건강,아냐고 김국진 아저씨 안경 알 없는 거
14832,건강,분 평생 썻 지 않냐
14833,건강,그런 사람 요즘 엄청 많던데 패션 으로 안경
14834,건강,재는 무테 니까 알 있지
14835,건강,갑자기 국진 빵 생각나네
14836,건강,국진 빵 마니 사 먹음 초딩 때
14837,건강,김국진 아저씨 안경 벗으면 이상해서 계속 쓰는 거래 소름
14838,건강,오래 쓰면 얼굴 변함
14839,건강,유재석 님 어느 날 눈 좋으면 이상할 듯
14840,건강,난 간혹 라식 수술 하고 싶당
14841,건강,고민 하던데 무섭대
14842,건강,사람 들 후회 하는 이유 너무 좋은 걸 왜 안 했지 라 메
14843,건강,도수 치료 시급 하다 지금
14844,건강,나도 라운드 숄더 랑 거북목 엄청 심해서 받아야 함
14845,건강,완전 거북이
14846,건강,목 넘 아파
14847,건강,걸 때 마다 여자친구 뭐라 함
14848,건강,고개 집어 넣어라 어깨 펴라
14849,건강,현대인 의 고 질병
14850,건강,심하나 봐
14851,건강,고개 집어 넣어라
14852,건강,졸 힘들잖아
14853,건강,허리 굽어서 예전 도수 치료 자주 받았는데
14854,건강,고개 집어 넣으면 개 불편함
14855,건강,개 불편 은근 신경 많이 쓰이고 힘들다
14856,건강,도수 치료 넘 시원 하지 않냐
14857,건강,받을 때 쾌감 좋긴 함
14858,건강,잊을 수 없다
14859,건강,소리 좀 무서운데 넘 시원
14860,건강,보험 돼서 이제 편하게 받을 수 있잖아
14861,건강,스마트폰 안 해 된다 던가 뭐라 던가
14862,건강,스마트 폰 안 하면 도대체 뭘 해야 하는 거 죠
14863,건강,오늘 부터 입원 했어 병문안
14864,건강,저번 말 했던 팔 수술 한거야
14865,건강,오늘 하니까 입원 하라 던데
14866,건강,수술 하게 됐구나 아직 수술 전이 고
14867,건강,이미 했지 하고 집 가려는데 입원 수속 시키더라
14868,건강,병원 에서 좀 지켜 보는게 나을 거 같아서 입원 시킨거 아닐까
14869,건강,그런 거 같아
14870,건강,그래서 병원 누워있는데 너무 심심하다
14871,건강,그치 병원 은 혼자 있으면 엄청 심심해
14872,건강,그러니까
14873,건강,얼른 병원 병문안
14874,건강,심심하면 가서 놀아 줘야지 뭐 필요한 건 없고
14875,건강,딱히 없긴 해 보험 있어서 병원 비는 안심 이라 다행 이다
14876,건강,보험 이럴 때 좋은 거 그래서 보험 드는거지 뭐
14877,건강,보험 중요성 몰랐는데 이제 알았어
14878,건강,그래서 보험 잘 비교 해 보고 들어야 돼
14879,건강,보험 괜찮은 거 들어서 지금 편하게 누워서 쉬잖아
14880,건강,다행 이다
14881,건강,이제 출발 할테니까 가서 보자
14882,건강,오빠 신체 나이 몇 살이 래
14883,건강,신체 나이 이라고 나오더라
14884,건강,아직 건강하다
14885,건강,대래
14886,건강,뭐
14887,건강,운동 해야 되는 거 아니야
14888,건강,아무래도 컴퓨터 앞 자주 있어서 런가 봐
14889,건강,런가 봐
14890,건강,사무직 목 에도 엄청 안 좋대
14891,건강,자세 완전 망가졌어
14892,건강,거북목 때문 두통 생기 고 자세 바르게 해야 해
14893,건강,바른 자세 쿠션 같은 거 살까 봐
14894,건강,해도 별 차이 없더라 구
14895,건강,본인 의지 제일 중요한 거 같아
14896,건강,광고 구나
14897,건강,이미 내 목 은 거북 이야
14898,건강,나도 역 자 목 여서 엄청 고생 중이
14899,건강,교정 안 되는 거야
14900,건강,꾸준하게 교정 해줘야 된다는데 게 습관 있어서 잘 안 돼
14901,건강,그래서 일 하고 나면 스트레칭 필수
14902,건강,중간 중간 꼭 스트레칭 해 주면서 일해 두
14903,건강,허리 아프다 목 이랑
14904,건강,정도 면 이해 해줄게
14905,건강,형님 저 한 대만 때려 주 십 쇼
14906,건강,왜 보험 비 받으려고 하는 거지
14907,건강,보험 비 를 노리는 신종 보험 사기 인가
14908,건강,거북목 좀 들어가게 해주세요
14909,건강,지금 목 너무 아파
14910,건강,거북목 치료 하는 방법 은 뭐 있을까
14911,건강,형님 거북목 지금 부터 잘 관리 하셔야 합니다
14912,건강,거북목 은 치료 잘 되는 건가 모르겠네
14913,건강,거북목 은 평소 습관 중요하지
14914,건강,형님 은 목 거북목 아니신 가요
14915,건강,오빠 컴터 많이 하잖어
14916,건강,띠라릭 띠담넥 인가 좋아 보이던데
14917,건강,이랑 저 거북목 때문 고생 하는 중 입니다
14918,건강,그게 뭐 처음 들어 봐
14919,건강,하나 만 사줘라
14920,건강,형님 그게 뭔 데 요
14921,건강,그러니까 처음 들어 봐
14922,건강,목 고정 시키는 거야 티비 광고 많이 해
14923,건강,형님 면 거북목 교정 되나요
14924,건강,교정 필요해
14925,건강,교정 난 이빨 교정 필요해
14926,건강,저 광고 봤습니다
14927,건강,어디서 살 수 있어요
14928,건강,사실 없어 수술 이나 시술 너무 무서워
14929,건강,건강 위 해서라면 돈 챙겨서
14930,건강,비타민 먹기 해야 하는데
14931,건강,건강 보조 식품 사는데 써
14932,건강,자기 많이 챙겨 먹어
14933,건강,요즘 들 챙겨 먹는데 만 안 먹어
14934,건강,우리 엄마 맨날 챙겨 먹어 달라 해
14935,건강,나도 이제 다시 비타민 챙겨 먹을려고 나중 안 아플려면
14936,건강,하면서 내 건강 좀 챙겨줘
14937,건강,건강 위 해서라면 돈 따위 아깝지 않아
14938,건강,건강 위해 서 열심히 챙겨야지
14939,건강,자기 그니까 나중 고생 안 할려면 열심히 살
14940,건강,어우 건강 챙기는 게 너무 어려워
14941,건강,건강 챙기는 방법 은 뭐 있을까
14942,건강,아프면 바로바로 병원 가는 것 중요해
14943,건강,자기야 지금 부터라도 신경 써
14944,건강,야야 건강 안 좋아
14945,건강,다이어트 를 꼭 미용 위해 하는 건 아냐 건강 에도 좋음
14946,건강,난 신체 건강 위해 서 해야 해
14947,건강,건강 생각 해야 함
14948,건강,여자 이십 대 후반 부터 조심해야 한다 했어
14949,건강,나중 나이 들면 고생 해
14950,건강,건강 챙기는 게 말 처럼 쉽지 않아
14951,건강,병원 은 늦게 갈 수록 돈 배 불어 남
14952,건강,아프면 바로바로 가는 게 좋아
14953,건강,살면서 맨날 안 좋은 습관 만 늘음
14954,건강,다리 꼬 것 안 좋은데 맨날 다리 꼬 고 있어
14955,건강,지금 난 최고 걱정 되는 게 거북목 도지
14956,건강,나도 심해진 듯 요즘
14957,건강,컴퓨터 를 너무 많이 해서
14958,건강,컴퓨터 좀 그만하고 싶다 눈 건강 에도 안 좋아
14959,건강,물론 나도 거북목 교정 안되냐
14960,건강,비염 치료 병원 어디서 했냐
14961,건강,동네 에서 했어
14962,건강,비염 너무 심해서 가야 하는데 흠
14963,건강,나도 비염 수술 하고 마니 좋아졌어
14964,건강,얼릉해
14965,건강,그러니까 병원 좀 알려줘
14966,건강,아랏어 한번 찾아볼게 그리고 알려줄게
14967,건강,고맙다 나중 알려 달라 고
14968,건강,연락 할게 기다리고 있어
14969,건강,지금 급해
14970,건강,아무 데
14971,건강,알려줘 좀 제발
14972,건강,시러 니 찾아
14973,건강,너무하네 내 찾는다 후회 하게 될 거야 나중
14974,건강,귀찮게 하지 마 친구
14975,건강,차단 할게
14976,건강,오케 안녕
14977,건강,차단 고마워
14978,건강,건강 챙기는 것 쉽지 않아
14979,건강,시술 수술 은 뭐 달라
14980,건강,수술 은 큰 거고 시술 은 작은 겨
14981,건강,몽유병 있었거든 자다가 나갔는데 돌아니다 발가락 부닥쳐서 금감
14982,건강,몽유병 은 어떻게 해서 생긴 거야
14983,건강,몽유병 정말 무섭다고 하더라
14984,건강,중학교 때 부터 잠 잘 못 자고 스트레스 를 받아서 잠 잘 못 자다 보 니까 그랬어
14985,건강,잠 푹 자야 건강 좋지
14986,건강,고등학생 때 맹장염 때문 입원 했었어
14987,건강,정말 맹장염 아프지 않어
14988,건강,병문안 내 갔던 거 같아
14989,건강,수업 듣다가 너무 아파서 병원 가니까 입원 했어
14990,건강,정말 한번 안 봤어
14991,건강,나도 입원 한 적은 없엌
14992,건강,정말 배 많이 아프더라
14993,건강,뭐더 라 위염 인가 장염 인가 생겼었어
14994,건강,입원 할 정도 면 클 거 아냐
14995,건강,위염 정말 위험한 질병 이지
14996,건강,그때 주방 에서 일 했는데 요리 하다 죽 뻔 했어
14997,건강,나도 위염 걱정 해줄게
14998,건강,우리 정말 건강 관리 잘 해야겠다
14999,건강,걱정 해 줘서 고마워 같이 열심히 아프지 말고 살아가자
15000,건강,건강 관리 젊어서 해야 돼 래야 해
15001,건강,얘 들 아프면 항상 병원 가봐
15002,건강,머리 어지럽구만 유
15003,건강,아주 술 퍼 마시고 니까
15004,건강,그건 봐줘야지
15005,건강,회식 하고 온 거 잖아
15006,건강,회식 하고 온 게 자랑 이냐
15007,건강,술 뭐 그리 퍼 마시냐
15008,건강,내 마시고 싶어서 마셨나
15009,건강,분위기 그러니까 마신 거지
15010,건강,자랑 이다
15011,건강,살다 살다 내 어이 없어가지고 다음 에도 그러면 혼날 줄 알
15012,건강,가끔 마셔주는 술 은 몸 좋 댔어
15013,건강,그렇게 미친 듯이 마시는 거 건강 안 좋고 치매 빨리 와야
15014,건강,필름 은 안 끊겼어
15015,건강,기억나
15016,건강,집 에는 어떻게 왔는지는 아냐
15017,건강,버스 타고 왔잖아
15018,건강,몇 번 타고 왔는지까지 기억나거든
